,Player,PA,Yds Allow,TO,FL,Def Int,Pen,EXP,Year,Tm,Pos,PR TD,KR TD,FblTD,IntTD,Sfty,Short FGA,Short FGM,Reg FGA,Reg FGM,Med FGA,Med FGM,Long FGA,Long FGM,Deep FGA,Deep FGM,XPA,XPM
405,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,14.0,13.0,11.0,10.0,7.0,6.0,26.0,26.0
406,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,10.0,17.0,15.0,6.0,4.0,34.0,34.0
407,Nick Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,SDG,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,16.0,13.0,9.0,9.0,2.0,2.0,42.0,42.0
408,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,GNB,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,13.0,8.0,8.0,8.0,6.0,7.0,5.0,42.0,42.0
409,Phil Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,6.0,6.0,11.0,10.0,6.0,4.0,44.0,44.0
410,Jay Feely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,8.0,7.0,12.0,11.0,5.0,3.0,37.0,37.0
411,Dan Carpenter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,6.0,6.0,11.0,10.0,6.0,4.0,32.0,32.0
412,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,10.0,14.0,12.0,3.0,3.0,27.0,27.0
413,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,9.0,9.0,12.0,11.0,3.0,3.0,44.0,44.0
414,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,HOU,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,7.0,5.0,5.0,17.0,12.0,5.0,1.0,26.0,26.0
415,Caleb Sturgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,MIA,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,12.0,10.0,10.0,8.0,7.0,3.0,33.0,33.0
416,Shaun Suisham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,15.0,13.0,8.0,8.0,0.0,0.0,39.0,39.0
417,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,DAL,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,9.0,8.0,10.0,10.0,7.0,6.0,47.0,47.0
418,Blair Walsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,12.0,12.0,6.0,5.0,5.0,2.0,44.0,43.0
419,Garrett Hartley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,NOR,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,5.0,8.0,5.0,13.0,9.0,1.0,1.0,41.0,41.0
420,Sebastian Janikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,4.0,11.0,8.0,7.0,3.0,37.0,37.0
421,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,7.0,6.0,7.0,6.0,4.0,3.0,46.0,45.0
422,Rob Bironas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,8.0,7.0,5.0,3.0,2.0,41.0,41.0
423,Rian Lindell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,14.0,12.0,6.0,4.0,6.0,4.0,31.0,31.0
424,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,10.0,9.0,8.0,6.0,4.0,1.0,52.0,52.0
425,Alex Henery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.0,10.0,7.0,2.0,1.0,45.0,45.0
426,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,STL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,10.0,10.0,9.0,8.0,2.0,1.0,34.0,34.0
427,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,5.0,4.0,7.0,5.0,6.0,6.0,42.0,42.0
428,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,8.0,7.0,5.0,5.0,5.0,3.0,39.0,39.0
429,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,DEN,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,5.0,5.0,8.0,8.0,7.0,6.0,75.0,75.0
430,Billy Cundiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,5.0,9.0,7.0,4.0,2.0,32.0,32.0
431,Josh Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,7.0,8.0,7.0,2.0,1.0,31.0,31.0
432,Josh Scobee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,12.0,5.0,4.0,5.0,4.0,23.0,22.0
433,David Akers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,DET,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,8.0,6.0,7.0,4.0,3.0,3.0,43.0,42.0
434,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,6.0,9.0,7.0,4.0,3.0,53.0,52.0
435,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,10.0,10.0,6.0,4.0,2.0,1.0,26.0,26.0
436,John Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,7.0
437,Shayne Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,7.0
438,Spencer Lanning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
439,Pat McAfee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Michael Koenen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Tim Masthay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Jeff Locke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Johnny Hekker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,STL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Brett Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Brad Nortman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Britton Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Dustin Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Brandon Fields,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,MIA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Shane Lechler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Andy Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Adam Podlesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Saverio Rocca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Steve Weatherford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,NYG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Dave Zastudil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Nick Folk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,7.0,7.0,13.0,9.0,6.0,3.0,23.0,23.0
459,Dan Carpenter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,11.0,8.0,7.0,8.0,6.0,32.0,31.0
460,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,NWE,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,11.0,11.0,10.0,13.0,12.0,1.0,1.0,51.0,51.0
461,Stephen Hauschka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,13.0,9.0,4.0,2.0,41.0,41.0
462,Caleb Sturgis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,MIA,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,12.0,8.0,7.0,10.0,6.0,6.0,3.0,41.0,41.0
463,Cody Parkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,PHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,16.0,14.0,6.0,4.0,4.0,4.0,54.0,54.0
464,Randy Bullock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,15.0,13.0,8.0,7.0,5.0,4.0,40.0,40.0
465,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CAR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,14.0,13.0,11.0,8.0,3.0,1.0,34.0,34.0
466,Blair Walsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,MIN,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,4.0,10.0,8.0,9.0,7.0,9.0,5.0,29.0,29.0
467,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,11.0,11.0,4.0,4.0,9.0,4.0,42.0,42.0
468,Mason Crosby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,11.0,10.0,8.0,6.0,7.0,4.0,55.0,53.0
469,Mike Nugent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,10.0,12.0,10.0,3.0,0.0,39.0,39.0
470,Chandler Catanzaro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,ARI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,14.0,12.0,11.0,10.0,3.0,2.0,27.0,27.0
471,Shaun Suisham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,PIT,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,6.0,6.0,10.0,10.0,3.0,1.0,45.0,45.0
472,Matt Bryant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.0,4.0,8.0,8.0,10.0,7.0,40.0,40.0
473,Adam Vinatieri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,8.0,7.0,3.0,3.0,50.0,50.0
474,Phil Dawson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SFO,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,8.0,7.0,5.0,9.0,6.0,33.0,33.0
475,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,KAN,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,6.0,5.0,11.0,8.0,2.0,1.0,38.0,38.0
476,Greg Zuerlein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,STL,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,12.0,10.0,3.0,2.0,7.0,5.0,35.0,34.0
477,Dan Bailey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,7.0,6.0,9.0,8.0,7.0,5.0,56.0,56.0
478,Billy Cundiff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,13.0,10.0,7.0,5.0,3.0,1.0,28.0,28.0
479,Kai Forbath,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,7.0,6.0,8.0,7.0,1.0,0.0,32.0,31.0
480,Josh Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,NYG,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,9.0,9.0,5.0,4.0,4.0,4.0,44.0,44.0
481,Nick Novak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SDG,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,9.0,8.0,6.0,4.0,4.0,3.0,40.0,40.0
482,Josh Scobee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,7.0,9.0,7.0,6.0,3.0,23.0,23.0
483,Matt Prater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.0,4.0,8.0,6.0,5.0,3.0,21.0,21.0
484,Patrick Murray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,7.0,7.0,6.0,6.0,5.0,31.0,31.0
485,Shayne Graham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,9.0,5.0,3.0,2.0,1.0,47.0,46.0
486,Sebastian Janikowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,OAK,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,5.0,9.0,9.0,5.0,3.0,28.0,28.0
487,Ryan Succop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,7.0,7.0,8.0,5.0,2.0,2.0,27.0,27.0
488,Connor Barth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DEN,K,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,1.0,1.0,15.0,15.0
489,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,0.0,41.0,41.0
490,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,0.0,29.0,28.0
491,Nate Freese,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,6.0,6.0
492,Alex Henery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,5.0,5.0
493,Jay Feely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,5.0
494,Garrett Hartley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0
495,Pat McAfee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,IND,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Matthew Bosher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,ATL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Jordan Gay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Thomas Morstead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,NOR,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Sam Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DET,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Michael Koenen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,TAM,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Tress Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,WAS,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Spencer Lanning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CLE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Ryan Quigley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,NYJ,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Bryan Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,JAX,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Johnny Hekker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,STL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Brett Kern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,TEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Tim Masthay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,GNB,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Colton Schmidt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,BUF,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Dustin Colquitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Chris Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,DAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Shane Lechler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,HOU,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Jeff Locke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Pat O'Donnell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,CHI,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Jon Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,SEA,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Justin Tucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,BAL,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,9.0,11.0,10.0,10.0,4.0,29.0,29.0
516,Blair Walsh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,MIN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,15.0,13.0,7.0,6.0,8.0,6.0,37.0,33.0
517,Robbie Gould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,CHI,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,12.0,10.0,9.0,7.0,9.0,7.0,29.0,28.0
518,Cairo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,KAN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,10.0,10.0,11.0,9.0,8.0,4.0,41.0,39.0
519,Graham Gano,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,CAR,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,10.0,5.0,4.0,16.0,13.0,4.0,2.0,59.0,56.0
520,Stephen Gostkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NWE,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,11.0,14.0,12.0,5.0,4.0,52.0,52.0
521,Brandon McManus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,DEN,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,8.0,8.0,8.0,5.0,7.0,5.0,36.0,35.0
522,Josh Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,NYG,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,12.0,12.0,10.0,8.0,3.0,3.0,45.0,44.0
523,Josh Lambo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,SDG,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,7.0,16.0,11.0,5.0,4.0,32.0,28.0
524,Chris Boswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,PIT,K,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,8.0,8.0,12.0,9.0,2.0,2.0,27.0,26.0
